Question	Answer	Rank	Point	Judge
Q391_R31	Q391_R31_C6	8	-0.6206923176816277	False
Q391_R31	Q391_R31_C7	5	-0.569737258478787	False
Q391_R31	Q391_R31_C8	1	0.8089392756477984	True
Q391_R31	Q391_R31_C9	10	-0.7911437399572283	False
Q391_R31	Q391_R31_C10	7	-0.6161586686527147	False
Q392_R3	Q392_R3_C1	9	-0.7527228777169528	False
Q392_R3	Q392_R3_C2	8	-0.7525128465235118	False
Q392_R3	Q392_R3_C3	3	-0.610933721771481	False
Q392_R3	Q392_R3_C4	7	-0.7379407908824382	False
Q392_R3	Q392_R3_C5	10	-0.7637562102106359	False
Q392_R3	Q392_R3_C6	2	-0.5864468084067689	False
Q392_R3	Q392_R3_C7	1	-0.3052626627173672	False
Q392_R3	Q392_R3_C8	4	-0.6574890358813579	False
Q392_R3	Q392_R3_C9	6	-0.6933236769498456	False
Q392_R3	Q392_R3_C10	5	-0.6646701716708621	False
Q392_R18	Q392_R18_C1	3	-0.6922534391573492	False
Q392_R18	Q392_R18_C2	1	-0.3768870004588298	False
Q392_R18	Q392_R18_C3	6	-0.7520510852277513	False
Q392_R18	Q392_R18_C4	8	-0.7906771210068715	False
Q392_R18	Q392_R18_C5	10	-0.8206212438539862	False
Q392_R18	Q392_R18_C6	2	-0.5104140514338928	False
Q392_R18	Q392_R18_C7	4	-0.7392358735632749	False
Q392_R18	Q392_R18_C8	9	-0.8078125972621539	False
Q392_R18	Q392_R18_C9	7	-0.7566158560634648	False
Q392_R18	Q392_R18_C10	5	-0.7396653195697294	False
Q392_R20	Q392_R20_C1	1	0.5618392451437026	True
Q392_R20	Q392_R20_C2	5	-0.7017423824180138	False
Q392_R20	Q392_R20_C3	2	0.320251784948472	True
Q392_R20	Q392_R20_C4	4	-0.5507781266646412	False
Q392_R20	Q392_R20_C5	9	-0.7832648227978964	False
Q392_R20	Q392_R20_C6	6	-0.7064825870368014	False
Q392_R20	Q392_R20_C7	7	-0.7080325883561316	False
Q392_R20	Q392_R20_C8	3	0.0017549478610627	True
Q392_R20	Q392_R20_C9	10	-0.8651784154512747	False
Q392_R20	Q392_R20_C10	8	-0.7205981728803039	False
Q392_R33	Q392_R33_C1	7	-0.5782939434443408	False
Q392_R33	Q392_R33_C2	8	-0.5830582134856237	False
Q392_R33	Q392_R33_C3	10	-0.7159488089918749	False
Q392_R33	Q392_R33_C4	2	-0.0581792296498222	False
Q392_R33	Q392_R33_C5	3	-0.0948123912432008	False
Q392_R33	Q392_R33_C6	4	-0.4870541993938304	False
Q392_R33	Q392_R33_C7	9	-0.6000875722718433	False
Q392_R33	Q392_R33_C8	5	-0.4973372354332002	False
Q392_R33	Q392_R33_C9	6	-0.5707368116259321	False
Q392_R33	Q392_R33_C10	1	0.0281607833076678	True
Q392_R40	Q392_R40_C1	7	-0.9264779555234433	False
Q392_R40	Q392_R40_C2	9	-0.9521640708207676	False
Q392_R40	Q392_R40_C3	4	-0.9004655611984289	False
Q392_R40	Q392_R40_C4	10	-0.961201267466812	False
Q392_R40	Q392_R40_C5	3	-0.8818383394374976	False
Q392_R40	Q392_R40_C6	6	-0.917031992615422	False
Q392_R40	Q392_R40_C7	5	-0.9108173459694884	False
Q392_R40	Q392_R40_C8	1	-0.8288226141670587	False
Q392_R40	Q392_R40_C9	2	-0.876006817852865	False
Q392_R40	Q392_R40_C10	8	-0.9409804856819076	False
Q393_R16	Q393_R16_C1	5	-0.4524205418114093	False
Q393_R16	Q393_R16_C2	7	-0.4615983221030011	False
Q393_R16	Q393_R16_C3	1	0.2195031122560768	True
Q393_R16	Q393_R16_C4	9	-0.5690548371207236	False
Q393_R16	Q393_R16_C5	3	-0.0535380864239898	False
Q393_R16	Q393_R16_C6	10	-0.5927800345590861	False
Q393_R16	Q393_R16_C7	6	-0.456527820559842	False
Q393_R16	Q393_R16_C8	4	-0.4125330986838824	False
Q393_R16	Q393_R16_C9	2	0.1067016679915189	True
Q393_R16	Q393_R16_C10	8	-0.4935507037665436	False
Q393_R22	Q393_R22_C1	5	-0.724174679814142	False
Q393_R22	Q393_R22_C2	7	-0.7666838735080415	False
Q393_R22	Q393_R22_C3	10	-0.7911134252039138	False
Q393_R22	Q393_R22_C4	9	-0.7890515770937878	False
Q393_R22	Q393_R22_C5	6	-0.7357128999476457	False
Q393_R22	Q393_R22_C6	3	-0.689003481980413	False
Q393_R22	Q393_R22_C7	8	-0.7784185916773663	False
Q393_R22	Q393_R22_C8	2	-0.6754321881808121	False
Q393_R22	Q393_R22_C9	4	-0.7033340465788602	False
Q393_R22	Q393_R22_C10	1	-0.6718555426348085	False
Q393_R31	Q393_R31_C1	8	-0.9294635921335036	False
Q393_R31	Q393_R31_C2	5	-0.9105368443591232	False
Q393_R31	Q393_R31_C3	10	-0.965777934731145	False
Q393_R31	Q393_R31_C4	2	-0.863188005644902	False
Q393_R31	Q393_R31_C5	3	-0.8826231594956786	False
Q393_R31	Q393_R31_C6	4	-0.9096390120526678	False
Q393_R31	Q393_R31_C7	1	-0.716331930145889	False
Q393_R31	Q393_R31_C8	9	-0.9532472823935952	False
Q393_R31	Q393_R31_C9	6	-0.9221146186208988	False
Q393_R31	Q393_R31_C10	7	-0.9224606235143042	False
Q394_R2	Q394_R2_C1	6	-0.9193026461525996	False
Q394_R2	Q394_R2_C2	10	-0.9376747307329762	False
Q394_R2	Q394_R2_C3	8	-0.929946784459494	False
Q394_R2	Q394_R2_C4	7	-0.9245400153824508	False
Q394_R2	Q394_R2_C5	1	-0.5094100568447193	False
Q394_R2	Q394_R2_C6	3	-0.8406461203051667	False
Q394_R2	Q394_R2_C7	9	-0.9305593527019772	False
Q394_R2	Q394_R2_C8	5	-0.8895276070600788	False
Q394_R2	Q394_R2_C9	2	-0.8375753680849056	False
Q394_R2	Q394_R2_C10	4	-0.8887691598855867	False
Q394_R22	Q394_R22_C1	6	-0.8620293504211078	False
Q394_R22	Q394_R22_C2	1	-0.6234531567326824	False
Q394_R22	Q394_R22_C3	7	-0.8922741211510608	False
Q394_R22	Q394_R22_C4	10	-0.938579344590837	False
Q394_R22	Q394_R22_C5	3	-0.7899985779461067	False
Q394_R22	Q394_R22_C6	8	-0.8930345643693467	False
Q394_R22	Q394_R22_C7	5	-0.8548714074135986	False
Q394_R22	Q394_R22_C8	9	-0.8948276636141026	False
Q394_R22	Q394_R22_C9	4	-0.7985089356530415	False
Q394_R22	Q394_R22_C10	2	-0.6974732317681229	False
Q395_R24	Q395_R24_C1	8	-0.3570500052210545	False
Q395_R24	Q395_R24_C2	6	-0.3240005064336456	False
Q395_R24	Q395_R24_C3	9	-0.368677085067709	False
Q395_R24	Q395_R24_C4	3	-0.2221350833625207	False
Q395_R24	Q395_R24_C5	7	-0.3241008623525868	False
Q395_R24	Q395_R24_C6	2	0.1177481390703594	True
Q395_R24	Q395_R24_C7	10	-0.4037921949371776	False
Q395_R24	Q395_R24_C8	4	-0.291753643677999	False
Q395_R24	Q395_R24_C9	1	0.225366415912362	True
Q395_R24	Q395_R24_C10	5	-0.3229708799741556	False
Q395_R43	Q395_R43_C1	6	-0.7904985470664436	False
Q395_R43	Q395_R43_C2	7	-0.8367704530005016	False
Q395_R43	Q395_R43_C3	3	-0.7087808227590813	False
Q395_R43	Q395_R43_C4	9	-0.9264202795972214	False
Q395_R43	Q395_R43_C5	8	-0.8392773734496002	False
Q395_R43	Q395_R43_C6	4	-0.7394996407933627	False
Q395_R43	Q395_R43_C7	2	-0.6563764740430988	False
Q395_R43	Q395_R43_C8	10	-0.9438190987939568	False
Q395_R43	Q395_R43_C9	1	-0.3081156553635983	False
Q395_R43	Q395_R43_C10	5	-0.753811636493976	False
Q395_R71	Q395_R71_C1	8	-0.9604710904061128	False
Q395_R71	Q395_R71_C2	3	-0.9211979072595378	False
Q395_R71	Q395_R71_C3	1	-0.908881308646264	False
Q395_R71	Q395_R71_C4	4	-0.9394672618924272	False
Q395_R71	Q395_R71_C5	9	-0.966322212057252	False
Q395_R71	Q395_R71_C6	5	-0.9496698279826707	False
Q395_R71	Q395_R71_C7	10	-0.9671111391899034	False
Q395_R71	Q395_R71_C8	7	-0.95964892538189	False
Q395_R71	Q395_R71_C9	2	-0.918121050414503	False
Q395_R71	Q395_R71_C10	6	-0.9578011086353736	False
Q396_R20	Q396_R20_C1	1	-0.0698966895964843	False
Q396_R20	Q396_R20_C2	10	-0.879751321729842	False
Q396_R20	Q396_R20_C3	3	-0.5625932281387347	False
Q396_R20	Q396_R20_C4	6	-0.7653442033141693	False
Q396_R20	Q396_R20_C5	2	-0.4939124186365684	False
Q396_R20	Q396_R20_C6	4	-0.5703079043104731	False
Q396_R20	Q396_R20_C7	5	-0.7597690676757234	False
Q396_R20	Q396_R20_C8	8	-0.7889382757437318	False
Q396_R20	Q396_R20_C9	7	-0.7683482011975811	False
Q396_R20	Q396_R20_C10	9	-0.8278843884448701	False
Q396_R41	Q396_R41_C1	6	-0.9221618806006492	False
Q396_R41	Q396_R41_C2	8	-0.9355627331795916	False
Q396_R41	Q396_R41_C3	9	-0.9371574284133984	False
Q396_R41	Q396_R41_C4	4	-0.8997947970134403	False
Q396_R41	Q396_R41_C5	3	-0.8995888814154134	False
Q396_R41	Q396_R41_C6	5	-0.9151284576842402	False
Q396_R41	Q396_R41_C7	1	-0.2822610393096844	False
Q396_R41	Q396_R41_C8	10	-0.9934714692705464	False
Q396_R41	Q396_R41_C9	2	-0.8673980613903212	False
Q396_R41	Q396_R41_C10	7	-0.9243861581985668	False
Q396_R45	Q396_R45_C1	7	-0.5363924389978549	False
Q396_R45	Q396_R45_C2	9	-0.6151421637138594	False
Q396_R45	Q396_R45_C3	2	-0.0312405853399677	False
Q396_R45	Q396_R45_C4	5	-0.2981349625433303	False
Q396_R45	Q396_R45_C5	4	-0.2242551295580014	False
Q396_R45	Q396_R45_C6	8	-0.5656077884047508	False
Q396_R45	Q396_R45_C7	3	-0.1575821198844185	False
Q396_R45	Q396_R45_C8	6	-0.5174010749209854	False
Q396_R45	Q396_R45_C9	1	0.6252772294863018	True
Q396_R45	Q396_R45_C10	10	-0.7883547128648916	False
Q396_R62	Q396_R62_C1	2	-0.8324636023217005	False
Q396_R62	Q396_R62_C2	5	-0.8736699684546951	False
Q396_R62	Q396_R62_C3	8	-0.9058167944380846	False
Q396_R62	Q396_R62_C4	4	-0.8699541326978943	False
Q396_R62	Q396_R62_C5	9	-0.9166706613448988	False
Q396_R62	Q396_R62_C6	6	-0.8875308726238593	False
Q396_R62	Q396_R62_C7	3	-0.8560274654099993	False
Q396_R62	Q396_R62_C8	1	-0.2155667845653112	False
Q396_R62	Q396_R62_C9	7	-0.897982612749544	False
Q396_R62	Q396_R62_C10	10	-0.942446701510106	False
Q397_R5	Q397_R5_C1	6	-0.5970101856837204	False
Q397_R5	Q397_R5_C2	7	-0.6166392017423095	False
Q397_R5	Q397_R5_C3	3	-0.5392638095125379	False
Q397_R5	Q397_R5_C4	5	-0.5779094218164618	False
Q397_R5	Q397_R5_C5	2	-0.4762713751167791	False
Q397_R5	Q397_R5_C6	9	-0.6868489214425817	False
Q397_R5	Q397_R5_C7	1	-0.3737821281740683	False
Q397_R5	Q397_R5_C8	8	-0.6459610239932305	False
Q397_R5	Q397_R5_C9	10	-0.7526450666213105	False
Q397_R5	Q397_R5_C10	4	-0.5443753838302527	False
Q397_R8	Q397_R8_C1	5	-0.527001034593304	False
Q397_R8	Q397_R8_C2	10	-0.6587731589379762	False
Q397_R8	Q397_R8_C3	6	-0.5486896490053439	False
Q397_R8	Q397_R8_C4	1	0.0243579208110955	True
Q397_R8	Q397_R8_C5	9	-0.5751992197274998	False
Q397_R8	Q397_R8_C6	3	-0.3343873830774664	False
Q397_R8	Q397_R8_C7	8	-0.574561156925562	False
Q397_R8	Q397_R8_C8	7	-0.5666721616545254	False
Q397_R8	Q397_R8_C9	4	-0.3536286991557676	False
Q397_R8	Q397_R8_C10	2	-0.0087445744081742	False
Q397_R35	Q397_R35_C1	1	-0.5771996405271369	False
Q397_R35	Q397_R35_C2	3	-0.5892771113475894	False
Q397_R35	Q397_R35_C3	2	-0.5856767661098292	False
Q397_R35	Q397_R35_C4	10	-0.6922608267944605	False
Q397_R35	Q397_R35_C5	8	-0.6768508928797665	False
Q397_R35	Q397_R35_C6	6	-0.6618511123711825	False
Q397_R35	Q397_R35_C7	7	-0.6657222921944104	False
Q397_R35	Q397_R35_C8	4	-0.6160516723710245	False
Q397_R35	Q397_R35_C9	9	-0.6779639689206101	False
Q397_R35	Q397_R35_C10	5	-0.6544846914319971	False
Q397_R43	Q397_R43_C1	5	-0.0107156625635096	False
Q397_R43	Q397_R43_C2	8	-0.46398204005362	False
Q397_R43	Q397_R43_C3	4	-0.0032437758416026	False
Q397_R43	Q397_R43_C4	7	-0.275222057231499	False
Q397_R43	Q397_R43_C5	3	-0.002974554151577	False
Q397_R43	Q397_R43_C6	6	-0.2416726871244561	False
Q397_R43	Q397_R43_C7	9	-0.5357997790919031	False
Q397_R43	Q397_R43_C8	1	0.4967616767325371	True
Q397_R43	Q397_R43_C9	10	-0.7352962382340731	False
Q397_R43	Q397_R43_C10	2	0.0779999126611925	True
Q397_R72	Q397_R72_C1	9	-0.9714545524851016	False
Q397_R72	Q397_R72_C2	2	-0.9295070159593924	False
Q397_R72	Q397_R72_C3	5	-0.9573321131596162	False
Q397_R72	Q397_R72_C4	10	-0.9737999051399876	False
Q397_R72	Q397_R72_C5	8	-0.9712804672680488	False
Q397_R72	Q397_R72_C6	4	-0.957036793380856	False
Q397_R72	Q397_R72_C7	3	-0.9475197264709576	False
Q397_R72	Q397_R72_C8	6	-0.9601207755458498	False
Q397_R72	Q397_R72_C9	1	-0.6355428417149143	False
Q397_R72	Q397_R72_C10	7	-0.9659945943654952	False
Q398_R8	Q398_R8_C1	4	-0.7387223699781842	False
Q398_R8	Q398_R8_C2	10	-0.9017540973645366	False
Q398_R8	Q398_R8_C3	1	-0.2129223614944635	False
Q398_R8	Q398_R8_C4	8	-0.8654326506082144	False
Q398_R8	Q398_R8_C5	5	-0.757126888924561	False
Q398_R8	Q398_R8_C6	3	-0.7378709699815782	False
Q398_R8	Q398_R8_C7	9	-0.8724628804196928	False
Q398_R8	Q398_R8_C8	6	-0.8041507216493105	False
Q398_R8	Q398_R8_C9	2	-0.6047093041045801	False
Q398_R8	Q398_R8_C10	7	-0.8206226105931973	False
Q398_R23	Q398_R23_C1	8	-0.8930472430732408	False
Q398_R23	Q398_R23_C2	5	-0.8384184366161165	False
Q398_R23	Q398_R23_C3	4	-0.8299587019490031	False
Q398_R23	Q398_R23_C4	1	-0.0355091144551735	False
Q398_R23	Q398_R23_C5	10	-0.8999658087907396	False
Q398_R23	Q398_R23_C6	7	-0.850919591352624	False
Q398_R23	Q398_R23_C7	3	-0.816889951623035	False
Q398_R23	Q398_R23_C8	6	-0.8507701437112383	False
Q398_R23	Q398_R23_C9	2	-0.7093354379514138	False
Q398_R23	Q398_R23_C10	9	-0.893873919896383	False
Q398_R29	Q398_R29_C1	10	-0.7265922264474205	False
Q398_R29	Q398_R29_C2	5	-0.6024254781233311	False
Q398_R29	Q398_R29_C3	8	-0.6322887373895356	False
Q398_R29	Q398_R29_C4	7	-0.6291620123191868	False
Q398_R29	Q398_R29_C5	2	-0.5068839260551476	False
Q398_R29	Q398_R29_C6	6	-0.6094818309225154	False
Q398_R29	Q398_R29_C7	4	-0.5514486647368873	False
Q398_R29	Q398_R29_C8	9	-0.6933949718056942	False
Q398_R29	Q398_R29_C9	1	-0.4864585283115153	False
Q398_R29	Q398_R29_C10	3	-0.5322671279108093	False
Q398_R138	Q398_R138_C1	1	-0.1065229275835133	False
Q398_R138	Q398_R138_C2	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C3	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C4	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C5	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C6	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C7	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C8	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C9	6	-0.1460402574843737	False
Q398_R138	Q398_R138_C10	6	-0.1460402574843737	False
Q399_R41	Q399_R41_C1	8	-0.5819841888998556	False
Q399_R41	Q399_R41_C2	10	-0.6984923707340929	False
Q399_R41	Q399_R41_C3	4	-0.5443128284209728	False
Q399_R41	Q399_R41_C4	3	-0.5089272600431123	False
Q399_R41	Q399_R41_C5	1	0.3148283131889651	True
Q399_R41	Q399_R41_C6	2	-0.4591561868144121	False
Q399_R41	Q399_R41_C7	9	-0.6001383545384964	False
Q399_R41	Q399_R41_C8	6	-0.5447315314013044	False
Q399_R41	Q399_R41_C9	6	-0.5447315314013044	False
Q399_R41	Q399_R41_C10	6	-0.5447315314013044	False
Q399_R43	Q399_R43_C1	9	-0.6429733295420372	False
Q399_R43	Q399_R43_C2	5	-0.5001034459503839	False
Q399_R43	Q399_R43_C3	4	-0.434303937359891	False
